League,Season,Season_Index,League_Position,Team,Team_clean,Points,W,D,L,GF,GA,Financial_Rank,Market_Value_M_EUR,Normalized_Value,Log_Normalized_Value,Champion
Premier League,2016-2017,2,14,Crystal Palace,crystal palace,41,12,5,21,50,63,10,228.43,0.3326489005388088,-1.1006676979588523,No
Premier League,2016-2017,2,15,Swansea City,swansea city,41,12,5,21,45,70,14,157.1,0.22877530216979755,-1.4750149703650557,No
Premier League,2016-2017,2,16,Burnley,burnley,40,11,7,20,39,55,20,107.18,0.1560798019513616,-1.8573878515599265,No
Premier League,2016-2017,2,17,Watford,watford,40,11,7,20,40,68,13,175.65,0.25578855395369154,-1.363404136914795,No
Premier League,2016-2017,2,18,Hull City,hull city,34,9,7,22,37,80,15,135.85,0.19783020241735835,-1.6203461797542742,No
Premier League,2016-2017,2,19,Middlesbrough,middlesbrough,28,5,13,20,27,53,18,128.8,0.18756371049949033,-1.6736367019563774,No
Premier League,2016-2017,2,20,Sunderland,sunderland,24,6,6,26,29,69,16,132,0.19222367846221056,-1.64909559304026,No
Premier League,2017-2018,3,1,Manchester City,manchester city,100,32,4,2,106,27,1,1010,1,0,Yes
Premier League,2017-2018,3,2,Manchester United,manchester united,81,25,6,7,68,28,4,849.5,0.8410891089108911,-0.17305766872331846,No
Premier League,2017-2018,3,3,Tottenham Hotspur,tottenham hotspur,77,23,8,7,74,36,5,829.6,0.8213861386138614,-0.1967619529199875,No
Premier League,2017-2018,3,4,Liverpool,liverpool,75,21,12,5,84,38,3,857.5,0.849009900990099,-0.1636844307952102,No
Premier League,2017-2018,3,5,Chelsea,chelsea,70,21,7,10,62,38,2,884.25,0.8754950495049505,-0.13296578174971513,No
Premier League,2017-2018,3,6,Arsenal,arsenal,63,19,6,13,74,51,6,694,0.6871287128712872,-0.37523364932850056,No
Premier League,2017-2018,3,7,Burnley,burnley,54,14,12,12,36,39,15,169.3,0.16762376237623763,-1.7860333206962151,No
Premier League,2017-2018,3,8,Everton,everton,49,13,10,15,44,58,7,381.25,0.3774752475247525,-0.9742502819136838,No
Premier League,2017-2018,3,9,Leicester City,leicester city,47,12,11,15,56,60,8,304.25,0.3012376237623762,-1.199855877967669,No
Premier League,2017-2018,3,10,Newcastle United,newcastle united,44,12,8,18,39,47,12,208.28,0.2062178217821782,-1.5788222815406068,No
Premier League,2017-2018,3,11,Crystal Palace,crystal palace,44,11,11,16,45,55,11,220.73,0.21854455445544552,-1.5207653746821848,No
Premier League,2017-2018,3,12,AFC Bournemouth,bournemouth,44,11,11,16,45,61,19,144.5,0.14306930693069306,-1.9444261022828184,No
Premier League,2017-2018,3,13,West Ham United,west ham united,42,10,12,16,48,68,10,268.1,0.26544554455445546,-1.3263455645933917,No
Premier League,2017-2018,3,14,Watford,watford,41,11,8,19,44,64,13,196,0.1940594059405941,-1.639590950604788,No
Premier League,2017-2018,3,15,Brighton & Hove Albion,brighton hove albion,40,9,13,16,34,54,18,148.2,0.14673267326732672,-1.9191428969733184,No
Premier League,2017-2018,3,16,Huddersfield Town,huddersfield town,37,9,10,19,28,58,20,106.05,0.105,-2.2537949288246137,No
Premier League,2017-2018,3,17,Southampton,southampton,36,7,15,16,37,56,9,297,0.29405940594059404,-1.2239734710326056,No
Premier League,2017-2018,3,18,Swansea City,swansea city,33,8,9,21,28,56,17,165.49,0.16385148514851486,-1.808794839804453,No
Premier League,2017-2018,3,19,Stoke City,stoke city,33,7,12,19,35,68,14,192.45,0.19054455445544552,-1.6578692301055502,No
Premier League,2017-2018,3,20,West Bromwich Albion,west bromwich albion,31,6,13,19,31,56,16,165.95,0.1643069306930693,-1.8060190716693216,No
Premier League,2018-2019,4,1,Manchester City,manchester city,98,32,2,4,95,23,1,1200,1,0,Yes
Premier League,2018-2019,4,2,Liverpool,liverpool,97,30,7,1,89,22,2,1170,0.975,-0.02531780798428989,No
Premier League,2018-2019,4,3,Chelsea,chelsea,72,21,9,8,63,39,2,1170,0.975,-0.02531780798428989,No
Premier League,2018-2019,4,4,Tottenham Hotspur,tottenham hotspur,71,23,2,13,67,39,4,898.6,0.7488333333333334,-0.28923883914003207,No
Premier League,2018-2019,4,5,Arsenal,arsenal,70,21,7,10,73,51,6,659.05,0.5492083333333333,-0.599277431617617,No
Premier League,2018-2019,4,6,Manchester United,manchester united,66,19,9,10,65,54,5,797.6,0.6646666666666667,-0.40846961712846297,No
Premier League,2018-2019,4,7,Wolverhampton Wanderers,wolverhampton wanderers,57,16,9,13,47,46,12,302.9,0.2524166666666666,-1.3766741177429005,No
Premier League,2018-2019,4,8,Everton,everton,54,15,9,14,54,46,7,529.1,0.4409166666666667,-0.8188993858660056,No
Premier League,2018-2019,4,9,Leicester City,leicester city,52,15,7,16,51,48,8,434.1,0.36175,-1.0168019134705435,No
Premier League,2018-2019,4,10,West Ham United,west ham united,52,15,7,16,52,55,9,359,0.2991666666666667,-1.206754447287813,No
Premier League,2018-2019,4,11,Watford,watford,50,14,8,16,52,59,16,239.1,0.19925,-1.6131949613118126,No
Premier League,2018-2019,4,12,Crystal Palace,crystal palace,49,14,7,17,51,53,13,289,0.24083333333333337,-1.4236501476636594,No
Premier League,2018-2019,4,13,Newcastle United,newcastle united,45,12,9,17,42,48,15,244.65,0.203875,-1.5902482180409592,No
Premier League,2018-2019,4,14,AFC Bournemouth,bournemouth,45,13,6,19,56,70,10,310,0.25833333333333336,-1.3535045382968995,No
Premier League,2018-2019,4,15,Burnley,burnley,40,11,7,20,45,68,17,197.25,0.164375,-1.805604876050108,No
Premier League,2018-2019,4,16,Southampton,southampton,39,9,12,17,45,65,11,305.4,0.2545,-1.3684544429915595,No
Premier League,2018-2019,4,17,Brighton & Hove Albion,brighton hove albion,36,9,9,20,35,60,18,194.35,0.16195833333333332,-1.8204161784778596,No
Premier League,2018-2019,4,18,Cardiff City,cardiff city,34,10,4,24,34,69,20,113,0.09416666666666666,-2.3626890170637513,No
Premier League,2018-2019,4,19,Fulham,fulham,26,7,5,26,34,81,14,254.25,0.211875,-1.5517588008474223,No
Premier League,2018-2019,4,20,Huddersfield Town,huddersfield town,16,3,7,28,22,76,19,137.45,0.11454166666666664,-2.166816621164837,No
Premier League,2019-2020,5,1,Liverpool,liverpool,99,32,3,3,85,33,2,1000,0.9523809523809524,-0.04879016416943205,Yes
Premier League,2019-2020,5,2,Manchester City,manchester city,81,26,3,9,102,35,1,1050,1,0,No
Premier League,2019-2020,5,3,Manchester United,manchester united,66,18,12,8,66,36,5,670.45,0.6385238095238096,-0.44859631442591785,No
Premier League,2019-2020,5,4,Chelsea,chelsea,66,20,6,12,69,54,4,705.85,0.6722380952380953,-0.39714269282136033,No
Premier League,2019-2020,5,5,Leicester City,leicester city,62,18,8,12,67,41,8,411.1,0.3915238095238095,-0.9377089492477364,No
Premier League,2019-2020,5,6,Tottenham Hotspur,tottenham hotspur,59,16,11,11,61,47,3,806.8,0.7683809523809524,-0.26346963707151233,No
Premier League,2019-2020,5,7,Wolverhampton Wanderers,wolverhampton wanderers,59,15,14,9,51,40,9,320.33,0.30507619047619045,-1.1871937287307903,No
Premier League,2019-2020,5,8,Arsenal,arsenal,56,14,14,10,56,48,6,607.65,0.5787142857142857,-0.5469463848347598,No
Premier League,2019-2020,5,9,Sheffield United,sheffield united,54,14,12,12,39,39,20,138.6,0.132,-2.0249533563957662,No
Premier League,2019-2020,5,10,Burnley,burnley,54,15,9,14,43,50,18,163.88,0.15607619047619048,-1.8574109904728988,No
Premier League,2019-2020,5,11,Southampton,southampton,52,15,7,16,51,60,14,210.75,0.2007142857142857,-1.6058728462696044,No
Premier League,2019-2020,5,12,Everton,everton,49,13,10,15,44,56,7,420.55,0.4005238095238096,-0.9149820647431226,No
Premier League,2019-2020,5,13,Newcastle United,newcastle united,44,11,11,16,38,58,12,252.48,0.24045714285714284,-1.4252134054940595,No
Premier League,2019-2020,5,14,Crystal Palace,crystal palace,43,11,10,17,31,50,17,189.33,0.18031428571428573,-1.713053918887311,No
Premier League,2019-2020,5,15,Brighton & Hove Albion,brighton hove albion,41,9,14,15,39,54,15,200.78,0.1912190476190476,-1.6543356618881886,No
Premier League,2019-2020,5,16,West Ham United,west ham united,39,10,9,19,49,62,10,303.6,0.28914285714285715,-1.2408343976300942,No
Premier League,2019-2020,5,17,Aston Villa,aston villa,35,9,8,21,41,67,13,231.7,0.22066666666666665,-1.5111020117132383,No
Premier League,2019-2020,5,18,AFC Bournemouth,bournemouth,34,9,7,22,40,65,11,272.18,0.2592190476190476,-1.3500818310193974,No
Premier League,2019-2020,5,19,Watford,watford,34,8,10,20,36,64,16,199.6,0.1900952380952381,-1.6602300792742055,No
Premier League,2019-2020,5,20,Norwich City,norwich city,21,5,6,27,26,75,19,145.33,0.13840952380952382,-1.97753842451349,No
Premier League,2020-2021,6,1,Manchester City,manchester city,86,27,5,6,83,32,1,1040,1,0,Yes
Premier League,2020-2021,6,2,Manchester United,manchester united,74,21,11,6,73,44,4,770.05,0.7404326923076923,-0.3005205443309439,No
Premier League,2020-2021,6,3,Liverpool,liverpool,69,20,9,9,68,42,2,969.65,0.9323557692307692,-0.07004081049316856,No
Premier League,2020-2021,6,4,Chelsea,chelsea,67,19,10,9,58,36,3,889.2,0.8550000000000001,-0.1566538100453767,No
Premier League,2020-2021,6,5,Leicester City,leicester city,66,20,6,12,68,50,8,510.6,0.4909615384615385,-0.7113894873280348,No
Premier League,2020-2021,6,6,West Ham United,west ham united,65,19,8,11,62,47,11,336.4,0.32346153846153847,-1.1286750640366254,No
Premier League,2020-2021,6,7,Tottenham Hotspur,tottenham hotspur,62,18,8,12,68,45,5,703.5,0.6764423076923077,-0.39090811558097455,No
Premier League,2020-2021,6,8,Arsenal,arsenal,61,18,7,13,55,39,6,619.25,0.5954326923076924,-0.5184669237659493,No
Premier League,2020-2021,6,9,Leeds United,leeds united,59,18,5,15,62,54,16,238.1,0.2289423076923077,-1.4742852386426013,No
Premier League,2020-2021,6,10,Everton,everton,59,17,8,13,47,48,7,511.2,0.49153846153846154,-0.7102150890720933,No
Premier League,2020-2021,6,11,Aston Villa,aston villa,55,16,7,15,55,46,10,430.7,0.4141346153846154,-0.8815642000753535,No
Premier League,2020-2021,6,12,Newcastle United,newcastle united,45,12,9,17,46,62,14,255.35,0.24552884615384615,-1.4043408390417655,No
Premier League,2020-2021,6,13,Wolverhampton Wanderers,wolverhampton wanderers,45,12,9,17,36,52,9,450.3,0.4329807692307692,-0.8370619648278924,No
Premier League,2020-2021,6,14,Crystal Palace,crystal palace,44,12,8,18,41,66,17,193.85,0.18639423076923076,-1.6798913280184802,No
Premier League,2020-2021,6,15,Southampton,southampton,43,12,7,19,47,68,13,282.8,0.27192307692307693,-1.3022360581130006,No
Premier League,2020-2021,6,16,Brighton & Hove Albion,brighton hove albion,41,9,14,15,40,46,12,290.4,0.2792307692307692,-1.2757167091847774,No
Premier League,2020-2021,6,17,Burnley,burnley,39,10,9,19,33,55,20,132.3,0.12721153846153846,-2.0619039210145083,No
Premier League,2020-2021,6,18,Fulham,fulham,28,5,13,20,27,53,15,239.75,0.23052884615384617,-1.4673792783718709,No
Premier League,2020-2021,6,19,West Bromwich Albion,west bromwich albion,26,5,11,22,35,76,19,141.15,0.13572115384615385,-1.99715283743592,No
Premier League,2020-2021,6,20,Sheffield United,sheffield united,23,7,2,29,20,63,18,149.85,0.14408653846153846,-1.9373411983727464,No
Premier League,2021-2022,7,1,Manchester City,manchester city,93,29,6,3,99,26,1,1000,1,0,Yes
Premier League,2021-2022,7,2,Liverpool,liverpool,92,28,8,2,94,26,2,918.9,0.9189,-0.08457797647529787,No
Premier League,2021-2022,7,3,Chelsea,chelsea,74,21,11,6,76,33,3,914.5,0.9145,-0.0893778111512167,No
Premier League,2021-2022,7,4,Tottenham Hotspur,tottenham hotspur,71,22,5,11,69,40,5,689.35,0.68935,-0.372006154364499,No
Premier League,2021-2022,7,5,Arsenal,arsenal,69,22,3,13,61,48,6,613.05,0.61305,-0.4893087803037411,No
Premier League,2021-2022,7,6,Manchester United,manchester united,58,16,10,12,57,57,4,769.15,0.76915,-0.26246926998037695,No
Premier League,2021-2022,7,7,West Ham United,west ham united,56,16,8,14,60,51,11,354.9,0.3549,-1.0359192193296862,No
Premier League,2021-2022,7,8,Leicester City,leicester city,52,14,10,14,62,59,7,526.55,0.52655,-0.6414089851555309,No
Premier League,2021-2022,7,9,Brighton & Hove Albion,brighton hove albion,51,12,15,11,42,44,12,318,0.318,-1.14570389620196,No
Premier League,2021-2022,7,10,Wolverhampton Wanderers,wolverhampton wanderers,51,15,6,17,38,43,10,376.95,0.37695,-0.9756427263244262,No
Premier League,2021-2022,7,11,Newcastle United,newcastle united,49,13,10,15,44,62,13,313.9,0.31389999999999996,-1.1586808151342294,No
Premier League,2021-2022,7,12,Crystal Palace,crystal palace,48,11,15,12,50,46,17,271.05,0.27105,-1.30545197327579,No
Premier League,2021-2022,7,13,Brentford,brentford,46,13,7,18,48,56,16,273.3,0.2733,-1.2971851860481147,No
Premier League,2021-2022,7,14,Aston Villa,aston villa,45,13,6,19,52,54,8,487.75,0.48775,-0.7179522994789165,No
Premier League,2021-2022,7,15,Southampton,southampton,40,9,13,16,43,67,15,274.3,0.2743,-1.2935328810385796,No
Premier League,2021-2022,7,16,Everton,everton,39,11,6,21,43,66,9,479.05,0.47905,-0.7359503028852546,No
Premier League,2021-2022,7,17,Leeds United,leeds united,38,9,11,18,42,79,14,299.45,0.29945,-1.2058078202716656,No
Premier League,2021-2022,7,18,Burnley,burnley,35,7,14,17,34,53,20,137.85,0.13785,-1.9815891415123312,No
Premier League,2021-2022,7,19,Watford,watford,23,6,5,27,34,77,19,156.2,0.15619999999999998,-1.8566180415765516,No
Premier League,2021-2022,7,20,Norwich City,norwich city,22,5,7,26,23,84,18,163.2,0.16319999999999998,-1.8127788364521304,No
Premier League,2022-2023,8,1,Manchester City,manchester city,89,28,5,5,94,33,1,1150,1,0,Yes
Premier League,2022-2023,8,2,Arsenal,arsenal,84,26,6,6,88,43,2,1000,0.8695652173913043,-0.13976194237515874,No
Premier League,2022-2023,8,3,Manchester United,manchester united,75,23,6,9,58,43,4,847.75,0.7371739130434782,-0.3049314403515478,No
Premier League,2022-2023,8,4,Newcastle United,newcastle united,71,19,14,5,68,33,7,541.6,0.4709565217391304,-0.7529894997592305,No
Premier League,2022-2023,8,5,Liverpool,liverpool,67,19,10,9,75,47,5,811.85,0.7059565217391305,-0.34820162732417226,No
Premier League,2022-2023,8,6,Brighton & Hove Albion,brighton hove albion,62,18,8,12,72,53,8,529.8,0.460695652173913,-0.7750176445193265,No
Premier League,2022-2023,8,7,Aston Villa,aston villa,61,18,7,13,51,46,9,509.55,0.44308695652173913,-0.8139892380825932,No
Premier League,2022-2023,8,8,Tottenham Hotspur,tottenham hotspur,60,18,6,14,70,63,6,649.1,0.5644347826086956,-0.571930433317873,No
Premier League,2022-2023,8,9,Brentford,brentford,59,15,14,9,58,46,16,371.2,0.3227826086956522,-1.1307762204452505,No
Premier League,2022-2023,8,10,Fulham,fulham,52,15,7,16,55,53,19,295.1,0.2566086956521739,-1.360202939408402,No
Premier League,2022-2023,8,11,Crystal Palace,crystal palace,45,11,12,15,40,49,18,323.05,0.2809130434782609,-1.269710111353121,No
Premier League,2022-2023,8,12,Chelsea,chelsea,44,11,11,16,38,47,3,994.95,0.8651739130434783,-0.14482473671762097,No
Premier League,2022-2023,8,13,Wolverhampton Wanderers,wolverhampton wanderers,41,11,8,19,31,58,10,497.65,0.43273913043478257,-0.8376202026652233,No
Premier League,2022-2023,8,14,West Ham United,west ham united,40,11,7,20,42,55,12,465.6,0.4048695652173913,-0.9041903249400676,No
Premier League,2022-2023,8,15,AFC Bournemouth,bournemouth,39,11,6,21,37,71,20,287.2,0.2497391304347826,-1.3873383841832267,No
Premier League,2022-2023,8,16,Nottingham Forest,nottingham forest,38,9,11,18,38,68,15,376.25,0.32717391304347826,-1.1172634052942103,No
Premier League,2022-2023,8,17,Everton,everton,36,8,12,18,34,57,14,413.15,0.35926086956521736,-1.0237064982101023,No
Premier League,2022-2023,8,18,Leicester City,leicester city,34,9,7,22,51,68,11,490.7,0.42669565217391303,-0.8516842782614381,No
Premier League,2022-2023,8,19,Leeds United,leeds united,31,7,10,21,48,78,17,345.15,0.3001304347826087,-1.2035381162078111,No
Premier League,2022-2023,8,20,Southampton,southampton,25,6,7,25,36,73,13,419.95,0.36517391304347824,-1.0073815647856597,No
Premier League,2023-2024,9,1,Manchester City,manchester city,91,28,7,3,96,34,1,1460,1,0,Yes
Premier League,2023-2024,9,2,Arsenal,arsenal,89,28,5,5,91,29,2,1200,0.821917808219178,-0.1961148789262905,No
Premier League,2023-2024,9,3,Liverpool,liverpool,82,24,10,4,86,41,4,955.65,0.6545547945205479,-0.42379997747177534,No
Premier League,2023-2024,9,4,Aston Villa,aston villa,68,20,8,10,76,61,7,709.65,0.4860616438356164,-0.7214198239571155,No
Premier League,2023-2024,9,5,Tottenham Hotspur,tottenham hotspur,66,20,6,12,74,61,5,838.5,0.5743150684931507,-0.5545771334391185,No
Premier League,2023-2024,9,6,Chelsea,chelsea,63,18,9,11,77,63,3,1010,0.6917808219178082,-0.368486104867077,No
Premier League,2023-2024,9,7,Newcastle United,newcastle united,60,18,6,14,85,62,8,652.25,0.44674657534246576,-0.8057637906855443,No
Premier League,2023-2024,9,8,Manchester United,manchester united,60,18,6,14,57,58,6,808.35,0.5536643835616438,-0.5911965816547667,No
Premier League,2023-2024,9,9,West Ham United,west ham united,52,14,10,14,60,74,11,487.5,0.3339041095890411,-1.0969014242644803,No
Premier League,2023-2024,9,10,Crystal Palace,crystal palace,49,13,10,15,57,58,12,446.58,0.3058767123287671,-1.1845731591025075,No
Premier League,2023-2024,9,11,Brighton & Hove Albion,brighton hove albion,48,12,12,14,55,62,9,524.4,0.3591780821917808,-1.0239369628128374,No
Premier League,2023-2024,9,12,AFC Bournemouth,bournemouth,48,13,9,16,54,67,15,401.75,0.2751712328767123,-1.2903617100847602,No
Premier League,2023-2024,9,13,Fulham,fulham,47,13,8,17,55,61,17,384.35,0.26325342465753426,-1.3346381189072412,No
Premier League,2023-2024,9,14,Wolverhampton Wanderers,wolverhampton wanderers,46,13,7,18,50,65,13,442.73,0.3032397260273973,-1.1932316112788195,No
Premier League,2023-2024,9,15,Everton,everton,40,13,9,16,40,51,16,391.75,0.2683219178082192,-1.315567833466252,No
Premier League,2023-2024,9,16,Brentford,brentford,39,10,9,19,56,65,14,428.78,0.2936849315068493,-1.2252477478245969,No
Premier League,2023-2024,9,17,Nottingham Forest,nottingham forest,32,9,9,20,49,67,10,501.35,0.3433904109589041,-1.0688872547324475,No
Premier League,2023-2024,9,18,Luton Town,luton town,26,6,8,24,52,85,20,140.9,0.09650684931506848,-2.338141295797747,No
Premier League,2023-2024,9,19,Burnley,burnley,24,5,9,24,41,78,18,273.48,0.1873150684931507,-1.674963221656789,No
Premier League,2023-2024,9,20,Sheffield United,sheffield united,16,3,7,28,35,104,19,152.35,0.10434931506849315,-2.260011209270664,No
Premier League,2024-2025,10,1,Liverpool,liverpool,84,25,9,4,86,41,4,950.95,0.6992279411764706,-0.35777849380242766,Yes
Premier League,2024-2025,10,2,Arsenal,arsenal,74,20,14,4,69,34,3,1160,0.8529411764705882,-0.1590646946296874,No
Premier League,2024-2025,10,3,Manchester City,manchester city,71,21,8,9,72,44,1,1360,1,0,No
Premier League,2024-2025,10,4,Chelsea,chelsea,69,20,9,9,64,43,2,1190,0.875,-0.13353139262452263,No
Premier League,2024-2025,10,5,Newcastle United,newcastle united,66,20,6,12,68,47,8,677.53,0.49818382352941176,-0.6967861465137871,No
Premier League,2024-2025,10,6,Aston Villa,aston villa,66,19,9,10,58,51,7,680.55,0.5004044117647058,-0.6923386839520151,No
Premier League,2024-2025,10,7,Nottingham Forest,nottingham forest,65,19,8,11,58,46,12,481.3,0.3538970588235294,-1.038749202421034,No
Premier League,2024-2025,10,8,Brighton & Hove Albion,brighton hove albion,61,16,13,9,66,59,9,667.58,0.4908676470588236,-0.711580745449887,No
Premier League,2024-2025,10,9,AFC Bournemouth,bournemouth,56,15,11,12,58,46,11,518.6,0.38132352941176473,-0.9641071056255336,No
Premier League,2024-2025,10,10,Brentford,brentford,56,16,8,14,66,57,14,427.85,0.31459558823529415,-1.1564673118660338,No
Premier League,2024-2025,10,11,Fulham,fulham,54,15,9,14,54,54,17,362.35,0.2664338235294118,-1.322629383174807,No
Premier League,2024-2025,10,12,Crystal Palace,crystal palace,53,13,14,11,51,51,10,526.85,0.38738970588235294,-0.9483241006845612,No
Premier League,2024-2025,10,13,Everton,everton,48,11,15,12,42,44,16,363.23,0.2670808823529412,-1.320203736295136,No
Premier League,2024-2025,10,14,West Ham United,west ham united,43,11,10,17,46,62,15,400.7,0.29463235294117646,-1.2220269610879988,No
Premier League,2024-2025,10,15,Manchester United,manchester united,42,11,9,18,44,54,5,825,0.6066176470588235,-0.4998565923954168,No
Premier League,2024-2025,10,16,Wolverhampton Wanderers,wolverhampton wanderers,42,12,6,20,54,69,13,433.05,0.3184191176470588,-1.144386783953044,No
Premier League,2024-2025,10,17,Tottenham Hotspur,tottenham hotspur,38,11,5,22,64,65,6,777.3,0.5715441176470588,-0.5594136024939237,No
Premier League,2024-2025,10,18,Leicester City,leicester city,25,6,7,25,33,80,20,253.35,0.18628676470588235,-1.680468046808179,No
Premier League,2024-2025,10,19,Ipswich Town,ipswich town,22,4,10,24,36,82,19,270.1,0.1986029411764706,-1.6164477179315275,No
Premier League,2024-2025,10,20,Southampton,southampton,12,2,6,30,26,86,18,310.05,0.2279779411764706,-1.4785064039342106,No
Serie A,2015-2016,1,1,Juventus,juventus,91,29,4,5,75,20,1,440,1,0,Yes
Serie A,2015-2016,1,2,Napoli,ssc napoli,82,25,7,6,80,32,3,321.93,0.7316590909090909,-0.31244059630516113,No
Serie A,2015-2016,1,3,AS Roma,as roma,80,23,11,4,83,41,2,332.9,0.7565909090909091,-0.27893258233132756,No
Serie A,2015-2016,1,4,Internazionale,inter milan,67,20,7,11,50,38,4,294.28,0.6688181818181818,-0.4022430318482433,No
Serie A,2015-2016,1,5,Fiorentina,acf fiorentina,64,18,10,10,60,42,6,190.53,0.4330227272727273,-0.8369650644293136,No
Serie A,2015-2016,1,6,Sassuolo,us sassuolo,61,16,13,9,49,40,10,97,0.22045454545454543,-1.512063748408924,No
Serie A,2015-2016,1,7,AC Milan,milan,57,15,12,11,49,43,5,213.83,0.4859772727272728,-0.721593420110763,No
Serie A,2015-2016,1,8,Lazio,ss lazio,54,15,9,14,52,52,7,175.3,0.39840909090909093,-0.920275934985118,No
Serie A,2015-2016,1,9,Chievo Verona,chievo verona,50,13,11,14,43,45,18,49.78,0.11313636363636365,-2.179161429972861,No
Serie A,2015-2016,1,10,Empoli,empoli,46,12,10,16,40,49,15,74.6,0.16954545454545453,-1.7746342197025915,No
Serie A,2015-2016,1,11,Genoa,genoa cfc,46,13,7,18,45,48,9,117.55,0.2671590909090909,-1.3199109519262284,No
Serie A,2015-2016,1,12,Torino,torino,45,12,9,17,52,55,12,89.83,0.2041590909090909,-1.5888557316711915,No
Serie A,2015-2016,1,13,Atalanta,atalanta bc,45,11,12,15,41,47,13,78.45,0.17829545454545456,-1.7243132477332652,No
Serie A,2015-2016,1,14,Bologna,bologna 1909,42,11,9,18,33,45,14,75.23,0.17097727272727273,-1.7662246393401766,No
Serie A,2015-2016,1,15,Sampdoria,uc sampdoria,40,10,10,18,48,61,8,126.53,0.28756818181818183,-1.2462952927111346,No
Serie A,2015-2016,1,16,Palermo,us palermo,39,10,9,19,38,65,16,68.68,0.1560909090909091,-1.857316690883032,No
Serie A,2015-2016,1,17,Udinese,udinese calcio,39,10,9,19,35,60,11,93,0.21136363636363636,-1.5541752337590509,No
Serie A,2015-2016,1,18,Carpi,carpi 1909,38,9,11,18,37,57,17,52.05,0.11829545454545454,-2.134569931851329,No
Serie A,2015-2016,1,19,Frosinone,frosinone calcio,31,8,7,23,35,76,20,38.3,0.08704545454545454,-2.4413248307257067,No
Serie A,2015-2016,1,20,Hellas Verona,hellas verona,28,5,13,20,34,63,19,47.8,0.10863636363636364,-2.219749087414897,No
Serie A,2016-2017,2,1,Juventus,juventus,91,29,4,5,77,27,1,497.18,1,0,Yes
Serie A,2016-2017,2,2,AS Roma,as roma,87,28,3,7,90,38,3,354.68,0.7133834828432358,-0.3377361590542281,No
Serie A,2016-2017,2,3,Napoli,ssc napoli,86,26,8,4,94,39,2,387.3,0.7789935234723843,-0.2497525470453278,No
Serie A,2016-2017,2,4,Atalanta,atalanta bc,72,21,9,8,62,41,9,161.7,0.3252343215736755,-1.1232093669829732,No
Serie A,2016-2017,2,5,Lazio,ss lazio,70,21,7,10,74,51,6,226.45,0.45546884428174905,-0.7864279635638115,No
Serie A,2016-2017,2,6,AC Milan,milan,63,18,9,11,57,45,5,254.33,0.5115451144454725,-0.6703194971954687,No
Serie A,2016-2017,2,7,Internazionale,inter milan,62,19,5,14,72,49,4,328.3,0.6603242286495836,-0.41502430905848736,No
Serie A,2016-2017,2,8,Fiorentina,acf fiorentina,60,16,12,10,63,57,7,217.08,0.4366225511887043,-0.8286861843708302,No
Serie A,2016-2017,2,9,Torino,torino,53,13,14,11,71,66,8,162.35,0.32654169516070636,-1.1191976350171795,No
Serie A,2016-2017,2,10,Sampdoria,uc sampdoria,48,12,12,14,49,55,11,117.58,0.23649382517398124,-1.4418331805919256,No
Serie A,2016-2017,2,11,Cagliari,cagliari calcio,47,14,5,19,55,76,15,61.08,0.12285289030129933,-2.0967676532156028,No
Serie A,2016-2017,2,12,Sassuolo,us sassuolo,46,13,7,18,58,63,10,145.25,0.2921477131018947,-1.2304957378340138,No
Serie A,2016-2017,2,13,Udinese,udinese calcio,45,12,9,17,47,56,13,101.95,0.20505651876583933,-1.5844696365455702,No
Serie A,2016-2017,2,14,Chievo Verona,chievo verona,43,12,7,19,43,61,18,45.88,0.09228046180457784,-2.382922841304864,No
Serie A,2016-2017,2,15,Bologna,bologna 1909,41,11,8,19,40,58,14,95,0.19107767810450943,-1.6550752419654935,No
Serie A,2016-2017,2,16,Genoa,genoa cfc,36,9,9,20,38,64,12,108.18,0.21758719176153507,-1.525155627122753,No
Serie A,2016-2017,2,17,Crotone,crotone,34,9,7,22,34,58,20,36.7,0.07381632406774206,-2.60617537850551,No
Serie A,2016-2017,2,18,Empoli,empoli,32,8,8,22,29,61,16,55.45,0.11152902369363207,-2.193470419769658,No
Serie A,2016-2017,2,19,Palermo,us palermo,26,6,8,24,33,77,19,41.1,0.08266623757995092,-2.4929440120638455,No
Serie A,2016-2017,2,20,Pescara,delfino pescara 1936,18,3,9,26,37,81,17,48.1,0.0967456454402832,-2.335669956454318,No
Serie A,2017-2018,3,1,Juventus,juventus,95,30,5,3,86,24,1,653.15,1,0,Yes
Serie A,2017-2018,3,2,Napoli,ssc napoli,91,28,7,3,77,29,2,504.25,0.7720278649621067,-0.2587346350982511,No
Serie A,2017-2018,3,3,AS Roma,as roma,77,23,8,7,61,28,4,469.1,0.7182117430911736,-0.3309908465981598,No
Serie A,2017-2018,3,4,Internazionale,inter milan,72,20,12,6,66,30,3,487.28,0.7460460843604072,-0.2929679054043432,No
Serie A,2017-2018,3,5,Lazio,ss lazio,72,21,9,8,89,49,5,408.78,0.6258592972517798,-0.46862969791894055,No
Serie A,2017-2018,3,6,AC Milan,milan,64,18,10,10,56,42,6,407.05,0.623210594809768,-0.4728707839125856,No
Serie A,2017-2018,3,7,Atalanta,atalanta bc,60,16,12,10,57,39,8,207.95,0.31838015769731304,-1.1445091457436516,No
