League,Season,Team,Financial_Rank,Points,League_Position,Fitted_Points,Residual_Points,Abs_Residual_Points,Rank_Points_Residual,Residual_Position,Rank_Position_Residual
Ligue 1,2021-2022,Bordeaux,12,31,20,42.81607320182344,-11.816073201823443,11.816073201823443,224,7.730883566897759,23
Bundesliga,2024-2025,Werder Bremen,14,51,8,39.31649612100202,11.683503878997982,11.683503878997982,225,-5.677153850392219,87
Ligue 1,2021-2022,Marseille,6,71,2,59.40156237552844,11.598437624471558,11.598437624471558,226,-5.073017345452577,113
Bundesliga,2016-2017,Borussia Dortmund,2,64,3,75.53085343403237,-11.530853434032366,11.530853434032366,227,0.2010377427969674,895
Bundesliga,2020-2021,Borussia Dortmund,2,64,3,75.53085343403237,-11.530853434032366,11.530853434032366,228,0.2010377427969674,896
La Liga,2019-2020,Real Madrid,2,87,1,75.53085343403237,11.469146565967634,11.469146565967634,229,-1.7989622572030326,560
Premier League,2023-2024,Burnley,18,24,19,35.360720924979546,-11.360720924979546,11.360720924979546,230,2.9927647329176814,344
La Liga,2016-2017,Deportivo La Coruña,10,36,16,47.33010993785166,-11.33010993785166,11.33010993785166,231,5.300918790151027,100
Serie A,2022-2023,Bologna,12,54,9,42.81607320182344,11.183926798176557,11.183926798176557,232,-3.2691164331022406,297
Premier League,2024-2025,Everton,16,48,13,36.831378695387386,11.168621304612614,11.168621304612614,233,-1.9231934617189133,549
La Liga,2016-2017,Real Sociedad,8,64,6,52.858606329086655,11.141393670913345,11.141393670913345,234,-2.9670481806324194,349
Serie A,2021-2022,Lazio,8,64,5,52.858606329086655,11.141393670913345,11.141393670913345,235,-3.9670481806324194,232
La Liga,2023-2024,Real Sociedad,3,60,6,71.11810829870385,-11.118108298703845,11.118108298703845,236,2.071774793498349,451
Serie A,2022-2023,Monza,13,52,11,40.93947720451189,11.060522795488112,11.060522795488112,237,-1.9933848674926402,501
Premier League,2021-2022,West Ham United,11,56,7,44.9462841129367,11.053715887063298,11.053715887063298,238,-4.504348547221019,151
Premier League,2024-2025,AFC Bournemouth,11,56,9,44.9462841129367,11.053715887063298,11.053715887063298,239,-2.504348547221019,407
Bundesliga,2015-2016,Schalke 04,5,52,5,63.05346276945188,-11.053462769451883,11.053462769451883,240,-1.0652527506264242,658
La Liga,2015-2016,Sevilla,5,52,7,63.05346276945188,-11.053462769451883,11.053462769451883,241,0.9347472493735758,726
La Liga,2019-2020,Levante,15,49,12,37.94712995129385,11.052870048706147,11.052870048706147,242,-2.3204233818009783,419
Serie A,2019-2020,Parma,15,49,11,37.94712995129385,11.052870048706147,11.052870048706147,243,-3.3204233818009783,285
Ligue 1,2016-2017,Nice,4,78,3,66.95897807717701,11.041021922822992,11.041021922822992,244,-2.0169887043094485,478
Premier League,2022-2023,Aston Villa,9,61,7,49.96755067656831,11.032449323431692,11.032449323431692,245,-2.8533144209861074,370
Premier League,2024-2025,Brighton & Hove Albion,9,61,8,49.96755067656831,11.032449323431692,11.032449323431692,246,-1.8533144209861074,556
La Liga,2018-2019,Eibar,17,47,12,35.96924235328262,11.030757646717383,11.030757646717383,247,-3.485464090146028,277
Ligue 1,2017-2018,Guingamp,17,47,12,35.96924235328262,11.030757646717383,11.030757646717383,248,-3.485464090146028,278
Premier League,2023-2024,Fulham,17,47,13,35.96924235328262,11.030757646717383,11.030757646717383,249,-2.485464090146028,412
Bundesliga,2016-2017,Borussia Mönchengladbach,7,45,9,56.00327689540669,-11.003276895406692,11.003276895406692,250,0.9597175112120908,721
Ligue 1,2022-2023,Lille,7,67,5,56.00327689540669,10.996723104593308,10.996723104593308,251,-3.040282488787909,328
Bundesliga,2024-2025,VfL Bochum,17,25,18,35.96924235328262,-10.969242353282617,10.969242353282617,252,2.514535909853972,388
Ligue 1,2023-2024,Strasbourg,9,39,13,49.96755067656831,-10.967550676568308,10.967550676568308,253,3.1466855790138926,301
Premier League,2021-2022,Everton,9,39,16,49.96755067656831,-10.967550676568308,10.967550676568308,254,6.146685579013893,62
Bundesliga,2023-2024,FC Cologne,15,27,17,37.94712995129385,-10.947129951293853,10.947129951293853,255,2.6795766181990217,378
Premier League,2019-2020,AFC Bournemouth,11,34,18,44.9462841129367,-10.946284112936702,10.946284112936702,256,6.495651452778981,49
Premier League,2022-2023,Leicester City,11,34,18,44.9462841129367,-10.946284112936702,10.946284112936702,257,6.495651452778981,50
Serie A,2015-2016,Napoli,3,82,2,71.11810829870385,10.881891701296155,10.881891701296155,258,-1.9282252065016512,535
Bundesliga,2023-2024,SC Freiburg,8,42,10,52.858606329086655,-10.858606329086655,10.858606329086655,259,1.0329518193675806,671
La Liga,2024-2025,Las Palmas,12,32,19,42.81607320182344,-10.816073201823443,10.816073201823443,260,6.730883566897759,44
La Liga,2015-2016,Barcelona,1,91,1,80.1972134831626,10.8027865168374,10.8027865168374,261,-0.6291998564135926,814
Ligue 1,2018-2019,Paris Saint-Germain,1,91,1,80.1972134831626,10.8027865168374,10.8027865168374,262,-0.6291998564135926,822
Premier League,2023-2024,Manchester City,1,91,1,80.1972134831626,10.8027865168374,10.8027865168374,263,-0.6291998564135926,834
Serie A,2015-2016,Juventus,1,91,1,80.1972134831626,10.8027865168374,10.8027865168374,264,-0.6291998564135926,835
Serie A,2016-2017,Juventus,1,91,1,80.1972134831626,10.8027865168374,10.8027865168374,265,-0.6291998564135926,836
Serie A,2020-2021,Internazionale,1,91,1,80.1972134831626,10.8027865168374,10.8027865168374,266,-0.6291998564135926,840
La Liga,2018-2019,Alavés,14,50,11,39.31649612100202,10.683503878997982,10.683503878997982,267,-2.6771538503922194,383
La Liga,2019-2020,Sevilla,6,70,4,59.40156237552844,10.598437624471558,10.598437624471558,268,-3.073017345452577,310
Premier League,2015-2016,Tottenham Hotspur,6,70,3,59.40156237552844,10.598437624471558,10.598437624471558,269,-4.073017345452577,193
Premier League,2018-2019,Arsenal,6,70,5,59.40156237552844,10.598437624471558,10.598437624471558,270,-2.073017345452577,443
Serie A,2016-2017,Lazio,6,70,5,59.40156237552844,10.598437624471558,10.598437624471558,271,-2.073017345452577,446
Ligue 1,2015-2016,AS Monaco,2,65,3,75.53085343403237,-10.530853434032366,10.530853434032366,272,0.2010377427969674,898
Serie A,2016-2017,Napoli,2,86,3,75.53085343403237,10.469146565967634,10.469146565967634,273,0.2010377427969674,905
Bundesliga,2016-2017,SV Darmstadt 98,18,25,18,35.360720924979546,-10.360720924979546,10.360720924979546,274,1.9927647329176814,502
Bundesliga,2024-2025,Holstein Kiel,18,25,17,35.360720924979546,-10.360720924979546,10.360720924979546,275,0.9927647329176814,707
Ligue 1,2023-2024,Clermont Foot,18,25,18,35.360720924979546,-10.360720924979546,10.360720924979546,276,1.9927647329176814,509
Serie A,2017-2018,Hellas Verona,18,25,19,35.360720924979546,-10.360720924979546,10.360720924979546,277,2.9927647329176814,345
Serie A,2019-2020,Brescia,18,25,19,35.360720924979546,-10.360720924979546,10.360720924979546,278,2.9927647329176814,346
Bundesliga,2016-2017,Mainz,10,37,15,47.33010993785166,-10.33010993785166,10.33010993785166,279,4.300918790151027,177
Premier League,2015-2016,Newcastle United,10,37,18,47.33010993785166,-10.33010993785166,10.33010993785166,280,7.300918790151027,26
Serie A,2020-2021,Cagliari,10,37,16,47.33010993785166,-10.33010993785166,10.33010993785166,281,5.300918790151027,104
Serie A,2021-2022,Juventus,1,70,4,80.1972134831626,-10.1972134831626,10.1972134831626,282,2.3708001435864077,414
Serie A,2021-2022,Hellas Verona,12,53,9,42.81607320182344,10.183926798176557,10.183926798176557,283,-3.2691164331022406,296
Ligue 1,2015-2016,Nice,8,63,4,52.858606329086655,10.141393670913345,10.141393670913345,284,-4.967048180632419,126
Premier League,2015-2016,Southampton,8,63,6,52.858606329086655,10.141393670913345,10.141393670913345,285,-2.9670481806324194,351
La Liga,2017-2018,Girona,13,51,10,40.93947720451189,10.060522795488112,10.060522795488112,286,-2.99338486749264,339
Ligue 1,2016-2017,Nantes,13,51,7,40.93947720451189,10.060522795488112,10.060522795488112,287,-5.99338486749264,70
La Liga,2016-2017,Alavés,11,55,9,44.9462841129367,10.053715887063298,10.053715887063298,288,-2.504348547221019,405
La Liga,2024-2025,Celta Vigo,11,55,7,44.9462841129367,10.053715887063298,10.053715887063298,289,-4.504348547221019,150
Ligue 1,2021-2022,Brest,15,48,11,37.94712995129385,10.052870048706147,10.052870048706147,290,-3.3204233818009783,283
Premier League,2023-2024,AFC Bournemouth,15,48,12,37.94712995129385,10.052870048706147,10.052870048706147,291,-2.3204233818009783,420
La Liga,2020-2021,Sevilla,4,77,4,66.95897807717701,10.041021922822992,10.041021922822992,292,-1.0169887043094485,679
Ligue 1,2017-2018,Marseille,4,77,4,66.95897807717701,10.041021922822992,10.041021922822992,293,-1.0169887043094485,683
Serie A,2017-2018,AS Roma,4,77,3,66.95897807717701,10.041021922822992,10.041021922822992,294,-2.0169887043094485,481
Serie A,2020-2021,Napoli,4,77,5,66.95897807717701,10.041021922822992,10.041021922822992,295,-0.016988704309448543,966
La Liga,2015-2016,Celta Vigo,9,60,6,49.96755067656831,10.032449323431692,10.032449323431692,296,-3.8533144209861074,241
La Liga,2019-2020,Villarreal,9,60,5,49.96755067656831,10.032449323431692,10.032449323431692,297,-4.853314420986107,133
Ligue 1,2015-2016,Lille,9,60,5,49.96755067656831,10.032449323431692,10.032449323431692,298,-4.853314420986107,134
La Liga,2017-2018,Levante,17,46,15,35.96924235328262,10.030757646717383,10.030757646717383,299,-0.48546409014602787,861
Premier League,2016-2017,AFC Bournemouth,17,46,9,35.96924235328262,10.030757646717383,10.030757646717383,300,-6.485464090146028,55
La Liga,2022-2023,Elche,19,25,20,35.00581441047815,-10.005814410478152,10.005814410478152,301,3.511493007472211,262
Ligue 1,2021-2022,Nice,7,66,5,56.00327689540669,9.996723104593308,9.996723104593308,302,-3.040282488787909,327
Premier League,2024-2025,Aston Villa,7,66,6,56.00327689540669,9.996723104593308,9.996723104593308,303,-2.040282488787909,468
Premier League,2016-2017,West Bromwich Albion,19,45,10,35.00581441047815,9.994185589521848,9.994185589521848,304,-6.488506992527789,52
Bundesliga,2024-2025,Borussia Dortmund,4,57,4,66.95897807717701,-9.958978077177008,9.958978077177008,305,-1.0169887043094485,675
Premier League,2020-2021,Fulham,15,28,18,37.94712995129385,-9.947129951293853,9.947129951293853,306,3.6795766181990217,253
Bundesliga,2023-2024,VfB Stuttgart,5,73,2,63.05346276945188,9.946537230548117,9.946537230548117,307,-4.065252750626424,198
Ligue 1,2022-2023,Marseille,5,73,3,63.05346276945188,9.946537230548117,9.946537230548117,308,-3.065252750626424,320
Premier League,2024-2025,Leicester City,20,25,18,34.90452280977847,-9.90452280977847,9.90452280977847,309,1.070720733517561,654
Serie A,2018-2019,Frosinone,20,25,19,34.90452280977847,-9.90452280977847,9.90452280977847,310,2.070720733517561,461
Serie A,2018-2019,Juventus,1,90,1,80.1972134831626,9.8027865168374,9.8027865168374,311,-0.6291998564135926,838
Serie A,2022-2023,Napoli,1,90,1,80.1972134831626,9.8027865168374,9.8027865168374,312,-0.6291998564135926,841
La Liga,2023-2024,Real Betis,10,57,7,47.33010993785166,9.66989006214834,9.66989006214834,313,-3.6990812098489734,247
Premier League,2022-2023,Crystal Palace,18,45,11,35.360720924979546,9.639279075020454,9.639279075020454,314,-5.007235267082319,119
Premier League,2021-2022,Arsenal,6,69,5,59.40156237552844,9.598437624471558,9.598437624471558,315,-2.073017345452577,444
Serie A,2018-2019,Atalanta,6,69,3,59.40156237552844,9.598437624471558,9.598437624471558,316,-4.073017345452577,194
Serie A,2024-2025,AS Roma,6,69,5,59.40156237552844,9.598437624471558,9.598437624471558,317,-2.073017345452577,449
Premier League,2015-2016,Manchester City,2,66,4,75.53085343403237,-9.530853434032366,9.530853434032366,318,1.2010377427969674,623
La Liga,2023-2024,Barcelona,2,85,2,75.53085343403237,9.469146565967634,9.469146565967634,319,-0.7989622572030326,772
Bundesliga,2024-2025,VfB Stuttgart,6,50,9,59.40156237552844,-9.401562375528442,9.401562375528442,320,1.9269826545474231,538
La Liga,2018-2019,Real Sociedad,6,50,9,59.40156237552844,-9.401562375528442,9.401562375528442,321,1.9269826545474231,539
Ligue 1,2017-2018,Metz,18,26,20,35.360720924979546,-9.360720924979546,9.360720924979546,322,3.9927647329176814,219
La Liga,2020-2021,Getafe,10,38,15,47.33010993785166,-9.33010993785166,9.33010993785166,323,4.300918790151027,179
Serie A,2021-2022,Cagliari,14,30,18,39.31649612100202,-9.316496121002018,9.316496121002018,324,4.322846149607781,170
Bundesliga,2022-2023,Bayern Munich,1,71,1,80.1972134831626,-9.1972134831626,9.1972134831626,325,-0.6291998564135926,812
Premier League,2024-2025,Manchester City,1,71,3,80.1972134831626,-9.1972134831626,9.1972134831626,326,1.3708001435864074,601
Ligue 1,2018-2019,Angers,16,46,13,36.831378695387386,9.168621304612614,9.168621304612614,327,-1.9231934617189133,547
Premier League,2021-2022,Brentford,16,46,13,36.831378695387386,9.168621304612614,9.168621304612614,328,-1.9231934617189133,548
Bundesliga,2016-2017,TSG Hoffenheim,8,62,4,52.858606329086655,9.141393670913345,9.141393670913345,329,-4.967048180632419,125
Ligue 1,2021-2022,Lens,8,62,7,52.858606329086655,9.141393670913345,9.141393670913345,330,-1.9670481806324194,514
Premier League,2019-2020,Leicester City,8,62,5,52.858606329086655,9.141393670913345,9.141393670913345,331,-3.9670481806324194,229
Premier League,2022-2023,Brighton & Hove Albion,8,62,6,52.858606329086655,9.141393670913345,9.141393670913345,332,-2.9670481806324194,352
Serie A,2024-2025,Bologna,8,62,9,52.858606329086655,9.141393670913345,9.141393670913345,333,0.032951819367580626,958
Serie A,2019-2020,Napoli,3,62,7,71.11810829870385,-9.118108298703845,9.118108298703845,334,3.071774793498349,314
La Liga,2015-2016,Las Palmas,20,44,11,34.90452280977847,9.09547719022153,9.09547719022153,335,-5.929279266482439,75
Ligue 1,2024-2025,Brest,13,50,9,40.93947720451189,9.060522795488112,9.060522795488112,336,-3.99338486749264,214
Ligue 1,2017-2018,Nice,5,54,8,63.05346276945188,-9.053462769451883,9.053462769451883,337,1.9347472493735758,522
Ligue 1,2020-2021,Metz,15,47,10,37.94712995129385,9.052870048706147,9.052870048706147,338,-4.320423381800978,174
Serie A,2016-2017,Cagliari,15,47,11,37.94712995129385,9.052870048706147,9.052870048706147,339,-3.3204233818009783,284
La Liga,2023-2024,Atlético Madrid,4,76,4,66.95897807717701,9.041021922822992,9.041021922822992,340,-1.0169887043094485,681
Premier League,2019-2020,Wolverhampton Wanderers,9,59,7,49.96755067656831,9.032449323431692,9.032449323431692,341,-2.8533144209861074,369
Premier League,2020-2021,West Bromwich Albion,19,26,19,35.00581441047815,-9.005814410478152,9.005814410478152,342,2.511493007472211,398
Serie A,2016-2017,Palermo,19,26,19,35.00581441047815,-9.005814410478152,9.005814410478152,343,2.511493007472211,401
Bundesliga,2017-2018,Borussia Mönchengladbach,7,47,9,56.00327689540669,-9.003276895406692,9.003276895406692,344,0.9597175112120908,722
Premier League,2015-2016,Everton,7,47,11,56.00327689540669,-9.003276895406692,9.003276895406692,345,2.959717511212091,356
Serie A,2024-2025,Fiorentina,7,65,6,56.00327689540669,8.996723104593308,8.996723104593308,346,-2.040282488787909,471
La Liga,2020-2021,Cádiz,19,44,12,35.00581441047815,8.994185589521848,8.994185589521848,347,-4.488506992527789,160
Premier League,2017-2018,AFC Bournemouth,19,44,12,35.00581441047815,8.994185589521848,8.994185589521848,348,-4.488506992527789,162
Ligue 1,2018-2019,Guingamp,17,27,20,35.96924235328262,-8.969242353282617,8.969242353282617,349,4.514535909853972,145
La Liga,2018-2019,Celta Vigo,9,41,17,49.96755067656831,-8.967550676568308,8.967550676568308,350,7.146685579013893,29
La Liga,2023-2024,Sevilla,9,41,14,49.96755067656831,-8.967550676568308,8.967550676568308,351,4.146685579013893,187
La Liga,2024-2025,Sevilla,9,41,17,49.96755067656831,-8.967550676568308,8.967550676568308,352,7.146685579013893,30
Bundesliga,2018-2019,Bayer Leverkusen,4,58,4,66.95897807717701,-8.958978077177008,8.958978077177008,353,-1.0169887043094485,674
Premier League,2021-2022,Manchester United,4,58,6,66.95897807717701,-8.958978077177008,8.958978077177008,354,0.9830112956905515,715
Bundesliga,2022-2023,Hertha Berlin,15,29,18,37.94712995129385,-8.947129951293853,8.947129951293853,355,3.6795766181990217,250
Bundesliga,2024-2025,1. FC Heidenheim 1846,15,29,16,37.94712995129385,-8.947129951293853,8.947129951293853,356,1.6795766181990217,571
La Liga,2017-2018,Deportivo La Coruña,15,29,18,37.94712995129385,-8.947129951293853,8.947129951293853,357,3.6795766181990217,251
Serie A,2017-2018,Lazio,5,72,5,63.05346276945188,8.946537230548117,8.946537230548117,358,-1.0652527506264242,665
Bundesliga,2015-2016,Eintracht Frankfurt,11,36,16,44.9462841129367,-8.946284112936702,8.946284112936702,359,4.495651452778981,152
Ligue 1,2016-2017,Lorient,11,36,18,44.9462841129367,-8.946284112936702,8.946284112936702,360,6.495651452778981,48
Ligue 1,2022-2023,AC Ajaccio,20,26,18,34.90452280977847,-8.90452280977847,8.90452280977847,361,1.070720733517561,650
Premier League,2023-2024,Luton Town,20,26,18,34.90452280977847,-8.90452280977847,8.90452280977847,362,1.070720733517561,653
Bundesliga,2021-2022,Arminia Bielefeld,16,28,17,36.831378695387386,-8.831378695387386,8.831378695387386,363,2.0768065382810867,434
Premier League,2022-2023,Manchester City,1,89,1,80.1972134831626,8.8027865168374,8.8027865168374,364,-0.6291998564135926,833
Ligue 1,2015-2016,Nantes,14,48,14,39.31649612100202,8.683503878997982,8.683503878997982,365,0.3228461496077806,874
Ligue 1,2022-2023,Toulouse,14,48,13,39.31649612100202,8.683503878997982,8.683503878997982,366,-0.6771538503922194,802
La Liga,2023-2024,Athletic Club,6,68,5,59.40156237552844,8.598437624471558,8.598437624471558,367,-2.073017345452577,440
Serie A,2023-2024,Bologna,6,68,5,59.40156237552844,8.598437624471558,8.598437624471558,368,-2.073017345452577,448
Ligue 1,2023-2024,AS Monaco,2,67,2,75.53085343403237,-8.530853434032366,8.530853434032366,369,-0.7989622572030326,774
La Liga,2020-2021,Real Madrid,2,84,2,75.53085343403237,8.469146565967634,8.469146565967634,370,-0.7989622572030326,770
Premier League,2022-2023,Arsenal,2,84,2,75.53085343403237,8.469146565967634,8.469146565967634,371,-0.7989622572030326,777
Serie A,2021-2022,Internazionale,2,84,2,75.53085343403237,8.469146565967634,8.469146565967634,372,-0.7989622572030326,782
Serie A,2021-2022,Venezia,18,27,20,35.360720924979546,-8.360720924979546,8.360720924979546,373,3.9927647329176814,223
La Liga,2021-2022,Getafe,10,39,15,47.33010993785166,-8.33010993785166,8.33010993785166,374,4.300918790151027,180
Premier League,2019-2020,West Ham United,10,39,16,47.33010993785166,-8.33010993785166,8.33010993785166,375,5.300918790151027,103
Bundesliga,2023-2024,Bayern Munich,1,72,3,80.1972134831626,-8.1972134831626,8.1972134831626,376,1.3708001435864074,599
Ligue 1,2017-2018,Montpellier,12,51,10,42.81607320182344,8.183926798176557,8.183926798176557,377,-2.2691164331022406,427
Premier League,2015-2016,Stoke City,12,51,9,42.81607320182344,8.183926798176557,8.183926798176557,378,-3.2691164331022406,294
Premier League,2021-2022,Brighton & Hove Albion,12,51,9,42.81607320182344,8.183926798176557,8.183926798176557,379,-3.2691164331022406,295
La Liga,2023-2024,Osasuna,16,45,11,36.831378695387386,8.168621304612614,8.168621304612614,380,-3.9231934617189133,238
Serie A,2019-2020,Udinese,16,45,13,36.831378695387386,8.168621304612614,8.168621304612614,381,-1.9231934617189133,550
La Liga,2017-2018,Villarreal,8,61,5,52.858606329086655,8.141393670913345,8.141393670913345,382,-3.9670481806324194,227
La Liga,2020-2021,Real Betis,8,61,6,52.858606329086655,8.141393670913345,8.141393670913345,383,-2.9670481806324194,350
Premier League,2023-2024,Chelsea,3,63,6,71.11810829870385,-8.118108298703845,8.118108298703845,384,2.071774793498349,454
Serie A,2024-2025,AC Milan,3,63,8,71.11810829870385,-8.118108298703845,8.118108298703845,385,4.071774793498349,196
Ligue 1,2018-2019,Strasbourg,13,49,11,40.93947720451189,8.060522795488112,8.060522795488112,386,-1.9933848674926402,499
Premier League,2018-2019,Crystal Palace,13,49,12,40.93947720451189,8.060522795488112,8.060522795488112,387,-0.9933848674926402,703
Premier League,2021-2022,Newcastle United,13,49,11,40.93947720451189,8.060522795488112,8.060522795488112,388,-1.9933848674926402,500
Bundesliga,2018-2019,Werder Bremen,11,53,8,44.9462841129367,8.053715887063298,8.053715887063298,389,-3.504348547221019,272
La Liga,2018-2019,Espanyol,11,53,7,44.9462841129367,8.053715887063298,8.053715887063298,390,-4.504348547221019,149
La Liga,2020-2021,Celta Vigo,11,53,8,44.9462841129367,8.053715887063298,8.053715887063298,391,-3.504348547221019,273
Serie A,2018-2019,Sampdoria,11,53,9,44.9462841129367,8.053715887063298,8.053715887063298,392,-2.504348547221019,408
Serie A,2015-2016,Empoli,15,46,10,37.94712995129385,8.052870048706147,8.052870048706147,393,-4.320423381800978,175
Ligue 1,2018-2019,Lille,4,75,2,66.95897807717701,8.041021922822992,8.041021922822992,394,-3.0169887043094485,333
Premier League,2016-2017,Arsenal,4,75,5,66.95897807717701,8.041021922822992,8.041021922822992,395,-0.016988704309448543,964
Premier League,2022-2023,Manchester United,4,75,3,66.95897807717701,8.041021922822992,8.041021922822992,396,-2.0169887043094485,479
Premier League,2020-2021,Crystal Palace,17,44,14,35.96924235328262,8.030757646717383,8.030757646717383,397,-1.4854640901460279,597
Ligue 1,2019-2020,Nimes,19,27,18,35.00581441047815,-8.005814410478152,8.005814410478152,398,1.511493007472211,586
Serie A,2022-2023,Cremonese,19,27,19,35.00581441047815,-8.005814410478152,8.005814410478152,399,2.511493007472211,403
La Liga,2021-2022,Valencia,7,48,9,56.00327689540669,-8.003276895406692,8.003276895406692,400,0.9597175112120908,723
La Liga,2015-2016,Villarreal,7,64,4,56.00327689540669,7.996723104593308,7.996723104593308,401,-4.040282488787909,201
La Liga,2017-2018,Leganés,19,43,17,35.00581441047815,7.994185589521848,7.994185589521848,402,0.511493007472211,845
Serie A,2021-2022,Genoa,17,28,19,35.96924235328262,-7.969242353282617,7.969242353282617,403,3.514535909853972,261
La Liga,2021-2022,Villarreal,4,59,7,66.95897807717701,-7.958978077177008,7.958978077177008,404,1.9830112956905515,510
Ligue 1,2023-2024,Lille,4,59,4,66.95897807717701,-7.958978077177008,7.958978077177008,405,-1.0169887043094485,685
La Liga,2020-2021,Eibar,15,30,20,37.94712995129385,-7.947129951293853,7.947129951293853,406,5.679576618199022,84
Ligue 1,2024-2025,Saint-Étienne,15,30,17,37.94712995129385,-7.947129951293853,7.947129951293853,407,2.6795766181990217,380
Serie A,2023-2024,Sassuolo,15,30,19,37.94712995129385,-7.947129951293853,7.947129951293853,408,4.679576618199022,139
Premier League,2021-2022,Tottenham Hotspur,5,71,4,63.05346276945188,7.946537230548117,7.946537230548117,409,-2.065252750626424,465
La Liga,2019-2020,Celta Vigo,11,37,17,44.9462841129367,-7.946284112936702,7.946284112936702,410,5.495651452778981,92
Serie A,2020-2021,Torino,11,37,17,44.9462841129367,-7.946284112936702,7.946284112936702,411,5.495651452778981,95
La Liga,2017-2018,Atlético Madrid,3,79,2,71.11810829870385,7.881891701296155,7.881891701296155,412,-1.9282252065016512,529
Serie A,2020-2021,AC Milan,3,79,2,71.11810829870385,7.881891701296155,7.881891701296155,413,-1.9282252065016512,537
Bundesliga,2024-2025,Borussia Mönchengladbach,8,45,10,52.858606329086655,-7.858606329086655,7.858606329086655,414,1.0329518193675806,672
Premier League,2016-2017,West Ham United,8,45,11,52.858606329086655,-7.858606329086655,7.858606329086655,415,2.0329518193675806,475
Premier League,2021-2022,Aston Villa,8,45,14,52.858606329086655,-7.858606329086655,7.858606329086655,416,5.032951819367581,118
Bundesliga,2023-2024,Mainz,12,35,13,42.81607320182344,-7.816073201823443,7.816073201823443,417,0.7308835668977594,784
Bundesliga,2015-2016,Bayern Munich,1,88,1,80.1972134831626,7.802786516837401,7.802786516837401,418,-0.6291998564135926,805
La Liga,2017-2018,Alavés,14,47,14,39.31649612100202,7.683503878997982,7.683503878997982,419,0.3228461496077806,873
Serie A,2019-2020,Bologna,14,47,12,39.31649612100202,7.683503878997982,7.683503878997982,420,-1.6771538503922194,578
Bundesliga,2024-2025,SC Freiburg,10,55,5,47.33010993785166,7.66989006214834,7.66989006214834,421,-5.699081209848973,83
Premier League,2020-2021,Aston Villa,10,55,11,47.33010993785166,7.66989006214834,7.66989006214834,422,0.3009187901510266,886
Premier League,2015-2016,West Bromwich Albion,18,43,14,35.360720924979546,7.639279075020454,7.639279075020454,423,-2.0072352670823186,488
Serie A,2016-2017,Chievo Verona,18,43,14,35.360720924979546,7.639279075020454,7.639279075020454,424,-2.0072352670823186,489
Bundesliga,2016-2017,RB Leipzig,6,67,2,59.40156237552844,7.598437624471558,7.598437624471558,425,-5.073017345452577,112
La Liga,2016-2017,Villarreal,6,67,5,59.40156237552844,7.598437624471558,7.598437624471558,426,-2.073017345452577,439
Ligue 1,2022-2023,Stade Rennais,2,68,4,75.53085343403237,-7.530853434032366,7.530853434032366,427,1.2010377427969674,622
Bundesliga,2019-2020,TSG Hoffenheim,6,52,6,59.40156237552844,-7.401562375528442,7.401562375528442,428,-1.0730173454525769,637
Ligue 1,2015-2016,Stade Rennais,6,52,8,59.40156237552844,-7.401562375528442,7.401562375528442,429,0.9269826545474231,749
Premier League,2016-2017,Middlesbrough,18,28,19,35.360720924979546,-7.360720924979546,7.360720924979546,430,2.9927647329176814,343
Bundesliga,2018-2019,FC Augsburg,14,32,15,39.31649612100202,-7.316496121002018,7.316496121002018,431,1.3228461496077806,602
Ligue 1,2021-2022,Saint-Étienne,14,32,18,39.31649612100202,-7.316496121002018,7.316496121002018,432,4.322846149607781,169
Bundesliga,2018-2019,Fortuna Düsseldorf,16,44,10,36.831378695387386,7.168621304612614,7.168621304612614,433,-4.923193461718913,130
Ligue 1,2015-2016,Guingamp,16,44,16,36.831378695387386,7.168621304612614,7.168621304612614,434,1.0768065382810867,634
Ligue 1,2024-2025,Nice,8,60,4,52.858606329086655,7.141393670913345,7.141393670913345,435,-4.967048180632419,127
Premier League,2023-2024,Newcastle United,8,60,7,52.858606329086655,7.141393670913345,7.141393670913345,436,-1.9670481806324194,516
Serie A,2017-2018,Atalanta,8,60,7,52.858606329086655,7.141393670913345,7.141393670913345,437,-1.9670481806324194,517
Serie A,2023-2024,Fiorentina,8,60,8,52.858606329086655,7.141393670913345,7.141393670913345,438,-0.9670481806324194,720
La Liga,2019-2020,Eibar,20,42,14,34.90452280977847,7.09547719022153,7.09547719022153,439,-2.929279266482439,358
La Liga,2022-2023,Cádiz,20,42,14,34.90452280977847,7.09547719022153,7.09547719022153,440,-2.929279266482439,359
Premier League,2015-2016,AFC Bournemouth,20,42,16,34.90452280977847,7.09547719022153,7.09547719022153,441,-0.929279266482439,731
Bundesliga,2016-2017,SC Freiburg,13,48,7,40.93947720451189,7.060522795488112,7.060522795488112,442,-5.99338486749264,69
Ligue 1,2017-2018,Dijon FCO,13,48,11,40.93947720451189,7.060522795488112,7.060522795488112,443,-1.9933848674926402,498
Bundesliga,2024-2025,Mainz,11,52,6,44.9462841129367,7.053715887063298,7.053715887063298,444,-5.504348547221019,89
Premier League,2023-2024,West Ham United,11,52,9,44.9462841129367,7.053715887063298,7.053715887063298,445,-2.504348547221019,406
La Liga,2019-2020,Real Sociedad,5,56,6,63.05346276945188,-7.053462769451883,7.053462769451883,446,-0.06525275062642422,934
Ligue 1,2019-2020,Marseille,5,56,2,63.05346276945188,-7.053462769451883,7.053462769451883,447,-4.065252750626424,199
